"coord_ref_sys_code","coord_ref_sys_name","coord_ref_sys_kind","coord_sys_code","datum_code","base_crs_code","projection_conv_code"
7908,"ITRF97","geographic 3D",6423,6655,4918,15592
7909,"ITRF2000","geographic 3D",6423,6656,4919,15592
7910,"ITRF2005","geographic 3D",6423,6896,4896,15592
7911,"ITRF2008","geographic 3D",6423,1061,5332,15592
7912,"ITRF2014","geographic 3D",6423,1165,7789,15592
7914,"ETRF89","geocentric",6500,1178,NULL,NULL
7915,"ETRF89","geographic 3D",6423,1178,7914,15592
7916,"ETRF90","geocentric",6500,1179,NULL,NULL
7917,"ETRF90","geographic 3D",6423,1179,7916,15592
7918,"ETRF91","geocentric",6500,1180,NULL,NULL
7919,"ETRF91","geographic 3D",6423,1180,7918,15592
7920,"ETRF92","geocentric",6500,1181,NULL,NULL
7921,"ETRF92","geographic 3D",6423,1181,7920,15592
7922,"ETRF93","geocentric",6500,1182,NULL,NULL
7923,"ETRF93","geographic 3D",6423,1182,7922,15592
7924,"ETRF94","geocentric",6500,1183,NULL,NULL
7925,"ETRF94","geographic 3D",6423,1183,7924,15592
7926,"ETRF96","geocentric",6500,1184,NULL,NULL
7927,"ETRF96","geographic 3D",6423,1184,7926,15592
7928,"ETRF97","geocentric",6500,1185,NULL,NULL
7929,"ETRF97","geographic 3D",6423,1185,7928,15592
7930,"ETRF2000","geocentric",6500,1186,NULL,NULL
7931,"ETRF2000","geographic 3D",6423,1186,7930,15592
8042,"Gusterberg (Ferro)","geographic 2D",6422,1188,NULL,NULL
8043,"St. Stephen (Ferro)","geographic 2D",6422,1189,NULL,NULL
8084,"ISN2016","geocentric",6500,1187,NULL,NULL
8085,"ISN2016","geographic 3D",6423,1187,8084,15592
8086,"ISN2016","geographic 2D",6422,1187,8085,15593
8227,"IGS14","geocentric",6500,1191,NULL,NULL
8230,"NAD83(CSRS96)","geocentric",6500,1192,NULL,NULL
8231,"NAD83(CSRS96)","geographic 3D",6423,1192,8230,15592
8232,"NAD83(CSRS96)","geographic 2D",6422,1192,8231,15593
8233,"NAD83(CSRS)v2","geocentric",6500,1193,NULL,NULL
8235,"NAD83(CSRS)v2","geographic 3D",6423,1193,8233,15592
8237,"NAD83(CSRS)v2","geographic 2D",6422,1193,8235,15593
8238,"NAD83(CSRS)v3","geocentric",6500,1194,NULL,NULL
8239,"NAD83(CSRS)v3","geographic 3D",6423,1194,8238,15592
8240,"NAD83(CSRS)v3","geographic 2D",6422,1194,8239,15593
8242,"NAD83(CSRS)v4","geocentric",6500,1195,NULL,NULL
8244,"NAD83(CSRS)v4","geographic 3D",6423,1195,8242,15592
8246,"NAD83(CSRS)v4","geographic 2D",6422,1195,8244,15593
8247,"NAD83(CSRS)v5","geocentric",6500,1196,NULL,NULL
8248,"NAD83(CSRS)v5","geographic 3D",6423,1196,8247,15592
8249,"NAD83(CSRS)v5","geographic 2D",6422,1196,8248,15593
8250,"NAD83(CSRS)v6","geocentric",6500,1197,NULL,NULL
8251,"NAD83(CSRS)v6","geographic 3D",6423,1197,8250,15592
8252,"NAD83(CSRS)v6","geographic 2D",6422,1197,8251,15593
8253,"NAD83(CSRS)v7","geocentric",6500,1198,NULL,NULL
8254,"NAD83(CSRS)v7","geographic 3D",6423,1198,8253,15592
8255,"NAD83(CSRS)v7","geographic 2D",6422,1198,8254,15593
8351,"S-JTSK [JTSK03]","geographic 2D",6422,1201,NULL,NULL
8397,"ETRF2005","geocentric",6500,1204,NULL,NULL
8399,"ETRF2005","geographic 3D",6423,1204,8397,15592
8401,"ETRF2014","geocentric",6500,1206,NULL,NULL
8403,"ETRF2014","geographic 3D",6423,1206,8401,15592
8425,"Hong Kong Geodetic CS","geocentric",6500,1209,NULL,NULL
8426,"Hong Kong Geodetic CS","geographic 3D",6423,1209,8425,15592
8427,"Hong Kong Geodetic CS","geographic 2D",6422,1209,8426,15593
8428,"Macao 1920","geographic 2D",6422,1207,NULL,NULL
8429,"Macao 2008","geocentric",6500,1208,NULL,NULL
8430,"Macao 2008","geographic 3D",6423,1208,8429,15592
8431,"Macao 2008","geographic 2D",6422,1208,8430,15593
8541,"NAD83(FBN)","geocentric",6500,1211,NULL,NULL
8542,"NAD83(FBN)","geographic 3D",6423,1211,8541,15592
8543,"NAD83(HARN Corrected)","geocentric",6500,1212,NULL,NULL
8544,"NAD83(HARN Corrected)","geographic 3D",6423,1212,8543,15592
8545,"NAD83(HARN Corrected)","geographic 2D",6422,1212,8544,15593
8683,"SRB_ETRS89","geocentric",6500,1214,NULL,NULL
8684,"SRB_ETRS89","geographic 3D",6423,1214,8683,15592
8685,"SRB_ETRS89","geographic 2D",6422,1214,8684,15593
8694,"Camacupa 2015","geographic 2D",6422,1217,NULL,NULL
8697,"RSAO13","geocentric",6500,1220,NULL,NULL
8698,"RSAO13","geographic 3D",6423,1220,8697,15592
8699,"RSAO13","geographic 2D",6422,1220,8698,15593
8816,"MTRF-2000","geocentric",6500,1218,NULL,NULL
8817,"MTRF-2000","geographic 3D",6423,1218,8816,15592
8818,"MTRF-2000","geographic 2D",6422,1218,8817,15593
8860,"NAD83(FBN)","geographic 2D",6422,1211,8542,15593
8888,"WGS 84 (Transit)","geographic 2D",6422,1166,7816,15593
8898,"RGWF96","geocentric",6500,1223,NULL,NULL
8899,"RGWF96","geographic 3D",6423,1223,8898,15592
8900,"RGWF96","geographic 2D",6422,1223,8899,15593
8901,"RGWF96 (lon-lat)","geographic 3D",6426,1223,8899,15499
8902,"RGWF96 (lon-lat)","geographic 2D",6424,1223,8900,15498
8905,"CR-SIRGAS","geocentric",6500,1225,NULL,NULL
8906,"CR-SIRGAS","geographic 3D",6423,1225,8905,15592
8907,"CR-SIRGAS","geographic 2D",6422,1225,8906,15593
8915,"SIRGAS-CON DGF00P01","geocentric",6500,1227,NULL,NULL
8916,"SIRGAS-CON DGF00P01","geographic 3D",6423,1227,8915,15592
8917,"SIRGAS-CON DGF01P01","geocentric",6500,1228,NULL,NULL
8918,"SIRGAS-CON DGF01P01","geographic 3D",6423,1228,8917,15592
8919,"SIRGAS-CON DGF01P02","geocentric",6500,1229,NULL,NULL
8920,"SIRGAS-CON DGF01P02","geographic 3D",6423,1229,8919,15592
8921,"SIRGAS-CON DGF02P01","geocentric",6500,1230,NULL,NULL
8922,"SIRGAS-CON DGF02P01","geographic 3D",6423,1230,8921,15592
8923,"SIRGAS-CON DGF04P01","geocentric",6500,1231,NULL,NULL
8924,"SIRGAS-CON DGF04P01","geographic 3D",6423,1231,8923,15592
8925,"SIRGAS-CON DGF05P01","geocentric",6500,1232,NULL,NULL
8926,"SIRGAS-CON DGF05P01","geographic 3D",6423,1232,8925,15592
8927,"SIRGAS-CON DGF06P01","geocentric",6500,1233,NULL,NULL
8928,"SIRGAS-CON DGF06P01","geographic 3D",6423,1233,8927,15592
8929,"SIRGAS-CON DGF07P01","geocentric",6500,1234,NULL,NULL
8930,"SIRGAS-CON DGF07P01","geographic 3D",6423,1234,8929,15592
8931,"SIRGAS-CON DGF08P01","geocentric",6500,1235,NULL,NULL
8932,"SIRGAS-CON DGF08P01","geographic 3D",6423,1235,8931,15592
8933,"SIRGAS-CON SIR09P01","geocentric",6500,1236,NULL,NULL
8934,"SIRGAS-CON SIR09P01","geographic 3D",6423,1236,8933,15592
8935,"SIRGAS-CON SIR10P01","geocentric",6500,1237,NULL,NULL
8936,"SIRGAS-CON SIR10P01","geographic 3D",6423,1237,8935,15592
8937,"SIRGAS-CON SIR11P01","geocentric",6500,1238,NULL,NULL
8938,"SIRGAS-CON SIR11P01","geographic 3D",6423,1238,8937,15592
8939,"SIRGAS-CON SIR13P01","geocentric",6500,1239,NULL,NULL
8940,"SIRGAS-CON SIR13P01","geographic 3D",6423,1239,8939,15592
8941,"SIRGAS-CON SIR14P01","geocentric",6500,1240,NULL,NULL
8942,"SIRGAS-CON SIR14P01","geographic 3D",6423,1240,8941,15592
8943,"SIRGAS-CON SIR15P01","geocentric",6500,1241,NULL,NULL
8944,"SIRGAS-CON SIR15P01","geographic 3D",6423,1241,8943,15592
8945,"SIRGAS-CON SIR17P01","geocentric",6500,1242,NULL,NULL
8946,"SIRGAS-CON SIR17P01","geographic 3D",6423,1242,8945,15592
8947,"SIRGAS-Chile 2010","geocentric",6500,1243,NULL,NULL
8948,"SIRGAS-Chile 2010","geographic 3D",6423,1243,8947,15592
8949,"SIRGAS-Chile 2010","geographic 2D",6422,1243,8948,15593
8972,"SIRGAS-CON DGF00P01","geographic 2D",6422,1227,8916,15593
8973,"SIRGAS-CON DGF01P01","geographic 2D",6422,1228,8918,15593
8974,"SIRGAS-CON DGF01P02","geographic 2D",6422,1229,8918,15593
8975,"SIRGAS-CON DGF02P01","geographic 2D",6422,1230,8922,15593
8976,"SIRGAS-CON DGF04P01","geographic 2D",6422,1231,8924,15593
8977,"SIRGAS-CON DGF05P01","geographic 2D",6422,1232,8926,15593
8978,"SIRGAS-CON DGF06P01","geographic 2D",6422,1233,8928,15593
8979,"SIRGAS-CON DGF07P01","geographic 2D",6422,1234,8930,15593
8980,"SIRGAS-CON DGF08P01","geographic 2D",6422,1235,8932,15593
8981,"SIRGAS-CON SIR09P01","geographic 2D",6422,1236,8934,15593
8982,"SIRGAS-CON SIR10P01","geographic 2D",6422,1237,8936,15593
8983,"SIRGAS-CON SIR11P01","geographic 2D",6422,1238,8938,15593
8984,"SIRGAS-CON SIR13P01","geographic 2D",6422,1239,8940,15593
8985,"SIRGAS-CON SIR14P01","geographic 2D",6422,1240,8942,15593
8986,"SIRGAS-CON SIR15P01","geographic 2D",6422,1241,8944,15593
8987,"SIRGAS-CON SIR17P01","geographic 2D",6422,1242,8946,15593
8988,"ITRF88","geographic 2D",6422,6647,7900,15593
8989,"ITRF89","geographic 2D",6422,6648,7901,15593
8990,"ITRF90","geographic 2D",6422,6649,7902,15593
8991,"ITRF91","geographic 2D",6422,6650,7903,15593
8992,"ITRF92","geographic 2D",6422,6651,7904,15593
8993,"ITRF93","geographic 2D",6422,6652,7905,15593
8994,"ITRF94","geographic 2D",6422,6653,7906,15593
8995,"ITRF96","geographic 2D",6422,6654,7907,15593
8996,"ITRF97","geographic 2D",6422,6655,7908,15593
8997,"ITRF2000","geographic 2D",6422,6656,7909,15593
8998,"ITRF2005","geographic 2D",6422,6896,7910,15593
8999,"ITRF2008","geographic 2D",6422,1061,7911,15593
9000,"ITRF2014","geographic 2D",6422,1165,7912,15593
9001,"IGS97","geocentric",6500,1244,NULL,NULL
9002,"IGS97","geographic 3D",6423,1244,9001,15592
9003,"IGS97","geographic 2D",6422,1244,9002,15593
9004,"IGS00","geocentric",6500,1245,NULL,NULL
9005,"IGS00","geographic 3D",6423,1245,9004,15592
9006,"IGS00","geographic 2D",6422,1245,9005,15593
9007,"IGb00","geocentric",6500,1246,NULL,NULL
9008,"IGb00","geographic 3D",6423,1246,9007,15592
9009,"IGb00","geographic 2D",6422,1246,9008,15593
9010,"IGS05","geocentric",6500,1247,NULL,NULL
9011,"IGS05","geographic 3D",6423,1247,9010,15592
9012,"IGS05","geographic 2D",6422,1247,9011,15593
9013,"IGS08","geographic 3D",6423,1141,6934,15592
9014,"IGS08","geographic 2D",6422,1141,9013,15593
9015,"IGb08","geocentric",6500,1248,NULL,NULL
9016,"IGb08","geographic 3D",6423,1248,9015,15592
9017,"IGb08","geographic 2D",6422,1248,9016,15593
9018,"IGS14","geographic 3D",6423,1191,8227,15592
9019,"IGS14","geographic 2D",6422,1191,9018,15593
9053,"WGS 84 (G730)","geographic 2D",6422,1152,7657,15593
9054,"WGS 84 (G873)","geographic 2D",6422,1153,7659,15593
9055,"WGS 84 (G1150)","geographic 2D",6422,1154,7661,15593
9056,"WGS 84 (G1674)","geographic 2D",6422,1155,7663,15593
9057,"WGS 84 (G1762)","geographic 2D",6422,1156,7665,15593
9059,"ETRF89","geographic 2D",6422,1178,7915,15593
9060,"ETRF90","geographic 2D",6422,1179,7917,15593
9061,"ETRF91","geographic 2D",6422,1180,7919,15593
9062,"ETRF92","geographic 2D",6422,1181,7921,15593
9063,"ETRF93","geographic 2D",6422,1182,7923,15593
9064,"ETRF94","geographic 2D",6422,1183,7925,15593
9065,"ETRF96","geographic 2D",6422,1184,7927,15593
9066,"ETRF97","geographic 2D",6422,1185,7929,15593
9067,"ETRF2000","geographic 2D",6422,1186,7931,15593
9068,"ETRF2005","geographic 2D",6422,1204,8399,15593
9069,"ETRF2014","geographic 2D",6422,1206,8403,15593
9070,"NAD83(MARP00)","geocentric",6500,1221,NULL,NULL
9071,"NAD83(MARP00)","geographic 3D",6423,1221,9070,15592
9072,"NAD83(MARP00)","geographic 2D",6422,1221,9071,15593
9073,"NAD83(PACP00)","geocentric",6500,1249,NULL,NULL
9074,"NAD83(PACP00)","geographic 3D",6423,1249,9073,15592
9075,"NAD83(PACP00)","geographic 2D",6422,1249,9074,15593
9138,"KOSOVAREF01","geocentric",6500,1251,NULL,NULL
9139,"KOSOVAREF01","geographic 3D",6423,1251,9138,15592
9140,"KOSOVAREF01","geographic 2D",6422,1251,9139,15593
9146,"SIRGAS-Chile 2013","geocentric",6500,1252,NULL,NULL
9147,"SIRGAS-Chile 2013","geographic 3D",6423,1252,9146,15592
9148,"SIRGAS-Chile 2013","geographic 2D",6422,1252,9147,15593
9151,"SIRGAS-Chile 2016","geocentric",6500,1253,NULL,NULL
9152,"SIRGAS-Chile 2016","geographic 3D",6423,1253,9151,15592
9153,"SIRGAS-Chile 2016","geographic 2D",6422,1253,9152,15593
9248,"Tapi Aike","geographic 2D",6422,1257,NULL,NULL
9251,"MMN","geographic 2D",6422,1258,NULL,NULL
9253,"MMS","geographic 2D",6422,1259,NULL,NULL
9266,"MGI","geocentric",6500,6312,NULL,NULL
9267,"MGI","geographic 3D",6423,6312,9266,15592
9292,"ONGD17","geocentric",6500,1263,NULL,NULL
9293,"ONGD17","geographic 3D",6423,1263,9292,15592
9294,"ONGD17","geographic 2D",6422,1263,9293,15593
9299,"HS2-IRF","geographic 2D",6422,1264,NULL,NULL
9307,"ATRF2014","geocentric",6500,1291,NULL,NULL
9308,"ATRF2014","geographic 3D",6423,1291,9307,15592
9309,"ATRF2014","geographic 2D",6422,1291,9308,15593
9331,"KSA-GRF17","geocentric",6500,1268,NULL,NULL
9332,"KSA-GRF17","geographic 3D",6423,1268,9331,15592
9333,"KSA-GRF17","geographic 2D",6422,1268,9332,15593
9364,"TPEN11-IRF","geographic 2D",6422,1266,NULL,NULL
9372,"MML07-IRF","geographic 2D",6422,1271,NULL,NULL
9378,"IGb14","geocentric",6500,1272,NULL,NULL
9379,"IGb14","geographic 3D",6423,1272,9378,15592
9380,"IGb14","geographic 2D",6422,1272,9379,15593
9384,"AbInvA96_2020-IRF","geographic 2D",6422,1273,NULL,NULL
9403,"PN68","geographic 2D",6422,1286,NULL,NULL
9453,"GBK19-IRF","geographic 2D",6422,1289,NULL,NULL
9468,"SRGI2013","geocentric",6500,1293,NULL,NULL
9469,"SRGI2013","geographic 3D",6423,1293,9468,15592
9470,"SRGI2013","geographic 2D",6422,1293,9469,15593
9474,"PZ-90.02","geographic 2D",6422,1157,7678,15593
9475,"PZ-90.11","geographic 2D",6422,1158,7680,15593
9545,"LTF2004(G)","geocentric",6500,1295,NULL,NULL
9546,"LTF2004(G)","geographic 3D",6423,1295,9545,15592
9547,"LTF2004(G)","geographic 2D",6422,1295,9546,15593
9694,"REDGEOMIN","geocentric",6500,1304,NULL,NULL
9695,"REDGEOMIN","geographic 3D",6423,1304,9694,15592
9696,"REDGEOMIN","geographic 2D",6422,1304,9695,15593
9700,"ETRF2000-PL","geocentric",6500,1305,NULL,NULL
9701,"ETRF2000-PL","geographic 3D",6423,1305,9700,15592
9702,"ETRF2000-PL","geographic 2D",6422,1305,9701,15593
9739,"EOS21-IRF","geographic 2D",6422,1308,NULL,NULL
9753,"WGS 84 (G2139)","geocentric",6500,1309,NULL,NULL
9754,"WGS 84 (G2139)","geographic 3D",6423,1309,9753,15592
9755,"WGS 84 (G2139)","geographic 2D",6422,1309,9754,15593
9758,"ECML14_NB-IRF","geographic 2D",6422,1310,NULL,NULL
9763,"EWR2-IRF","geographic 2D",6422,1311,NULL,NULL
9775,"RGF93 v2","geocentric",6500,1312,NULL,NULL
9776,"RGF93 v2","geographic 3D",6423,1312,9775,15592
9777,"RGF93 v2","geographic 2D",6422,1312,9776,15593
9778,"RGF93 v2 (lon-lat)","geographic 3D",6426,1312,9776,15499
9779,"RGF93 v2 (lon-lat)","geographic 2D",6424,1312,9777,15498
9780,"RGF93 v2b","geocentric",6500,1313,NULL,NULL
9781,"RGF93 v2b","geographic 3D",6423,1313,9780,15592
9782,"RGF93 v2b","geographic 2D",6422,1313,9781,15593
9783,"RGF93 v2b (lon-lat)","geographic 3D",6426,1313,9781,15499
9784,"RGF93 v2b (lon-lat)","geographic 2D",6424,1313,9782,15498
9866,"MRH21-IRF","geographic 2D",6422,1314,NULL,NULL
9871,"MOLDOR11-IRF","geographic 2D",6422,1315,NULL,NULL
9892,"LUREF","geocentric",6500,6181,NULL,NULL
9893,"LUREF","geographic 3D",6423,6181,9892,15592
9939,"EBBWV14-IRF","geographic 2D",6422,1319,NULL,NULL
9964,"HULLEE13-IRF","geographic 2D",6422,1317,NULL,NULL
9969,"SCM22-IRF","geographic 2D",6422,1320,NULL,NULL
9974,"FNL22-IRF","geographic 2D",6422,1321,NULL,NULL
9988,"ITRF2020","geocentric",6500,1322,NULL,NULL
9989,"ITRF2020","geographic 3D",6423,1322,9988,15592
9990,"ITRF2020","geographic 2D",6422,1322,9989,15593
10158,"S34J-IRF","geographic 2D",6422,1332,NULL,NULL
10175,"DoPw22-IRF","geographic 2D",6422,1334,NULL,NULL
10176,"IGS20","geocentric",6500,1333,NULL,NULL
10177,"IGS20","geographic 3D",6423,1333,10176,15592
10178,"IGS20","geographic 2D",6422,1333,10177,15593
10185,"ShAb07-IRF","geographic 2D",6422,1335,NULL,NULL
10191,"CNH22-IRF","geographic 2D",6422,1336,NULL,NULL
10196,"CWS13-IRF","geographic 2D",6422,1338,NULL,NULL
10204,"DIBA15-IRF","geographic 2D",6422,1339,NULL,NULL
10209,"GWPBS22-IRF","geographic 2D",6422,1340,NULL,NULL
10214,"GWWAB22-IRF","geographic 2D",6422,1341,NULL,NULL
10219,"GWWWA22-IRF","geographic 2D",6422,1342,NULL,NULL
10224,"MALS09-IRF","geographic 2D",6422,1343,NULL,NULL
10229,"OxWo08-IRF","geographic 2D",6422,1344,NULL,NULL
10237,"SYC20-IRF","geographic 2D",6422,1345,NULL,NULL
10249,"S34S-IRF","geographic 2D",6422,1337,NULL,NULL
10252,"S45B-IRF","geographic 2D",6422,1346,NULL,NULL
10256,"GS-IRF","geographic 2D",6422,1347,NULL,NULL
10260,"GSB-IRF","geographic 2D",6422,1348,NULL,NULL
10265,"KK-IRF","geographic 2D",6422,1349,NULL,NULL
10268,"Ostenfeld-IRF","geographic 2D",6422,1350,NULL,NULL
10272,"SMITB20-IRF","geographic 2D",6422,1351,NULL,NULL
10277,"RBEPP12-IRF","geographic 2D",6422,1352,NULL,NULL
10282,"ETRS89/DREF91/2016","geocentric",6500,1353,NULL,NULL
10283,"ETRS89/DREF91/2016","geographic 3D",6423,1353,10282,15592
10284,"ETRS89/DREF91/2016","geographic 2D",6422,1353,10283,15593
10297,"RGSH2020","geocentric",6500,1355,NULL,NULL
10298,"RGSH2020","geographic 3D",6423,1355,10297,15592
10299,"RGSH2020","geographic 2D",6422,1355,10298,15593
10300,"RGNC91-93 (lon-lat)","geographic 3D",6426,6749,4907,15499
10303,"LKS-2020","geocentric",6500,1356,NULL,NULL
10304,"LKS-2020","geographic 3D",6423,1356,10303,15592
10305,"LKS-2020","geographic 2D",6422,1356,10304,15593
10307,"RGNC91-93 (lon-lat)","geographic 2D",6424,6749,4749,15498
10308,"RGNC15","geocentric",6500,1357,NULL,NULL
10309,"RGNC15","geographic 3D",6423,1357,10308,15592
10310,"RGNC15","geographic 2D",6422,1357,10309,15593
10311,"RGNC15 (lon-lat)","geographic 3D",6426,1357,10309,15499
10312,"RGNC15 (lon-lat)","geographic 2D",6424,1357,10310,15498
10326,"BH_ETRS89","geocentric",6500,1358,NULL,NULL
10327,"BH_ETRS89","geographic 3D",6423,1358,10326,15592
10328,"BH_ETRS89","geographic 2D",6422,1358,10327,15593
10345,"Hughes 1980","geographic 2D",6422,1359,NULL,NULL
10346,"NSIDC Authalic Sphere","geographic 2D",6422,1360,NULL,NULL
10412,"NAD83(CSRS)v8","geocentric",6500,1365,NULL,NULL
10413,"NAD83(CSRS)v8","geographic 3D",6423,1365,10412,15592
10414,"NAD83(CSRS)v8","geographic 2D",6422,1365,10413,15593
10468,"COV23-IRF","geographic 2D",6422,1366,NULL,NULL
10473,"BBT2000","geocentric",6500,1367,NULL,NULL
10474,"BBT2000","geographic 3D",6423,1367,10473,15592
10475,"BBT2000","geographic 2D",6422,1367,10474,15593
10569,"ETRF2020","geocentric",6500,1382,NULL,NULL
10570,"ETRF2020","geographic 3D",6423,1382,10569,15592
10571,"ETRF2020","geographic 2D",6422,1382,10570,15593
10604,"WGS 84 (G2296)","geocentric",6500,1383,NULL,NULL
10605,"WGS 84 (G2296)","geographic 3D",6423,1383,10604,15592
10606,"WGS 84 (G2296)","geographic 2D",6422,1383,10605,15593
10623,"ECML14-IRF","geographic 2D",6422,1385,NULL,NULL
10628,"WC05-IRF","geographic 2D",6422,1386,NULL,NULL
20033,"MWC18-IRF","geographic 2D",6422,1324,NULL,NULL
20039,"SIRGAS-Chile 2021","geocentric",6500,1327,NULL,NULL
20040,"SIRGAS-Chile 2021","geographic 3D",6423,1327,20039,15592
20041,"SIRGAS-Chile 2021","geographic 2D",6422,1327,20040,15593
20044,"MAGNA-SIRGAS 2018","geocentric",6500,1329,NULL,NULL
20045,"MAGNA-SIRGAS 2018","geographic 3D",6423,1329,20044,15592
20046,"MAGNA-SIRGAS 2018","geographic 2D",6422,1329,20045,15593
